ITEM_ID,PRODUCTNAME,PRODUCT,SUMMARY,DESCRIPTION,DESCRIPTION2,URL,CATEGORYTEXT1,ON_STOCK,PRICE,WARRANTY,IMGURL1,IMGURL5,IMGURL6,ENERGY_ARROW,DATA_SHEET,USER_MANUAL,SPARE_PART_LIST,ENERGY_LABEL,NEW_ITEM,ACTION,EAN,PRODUCTNO,DELIVERY_DATE,"Bouteilles de vin 750 ml","Plage de température","Classe climatique","Poids brut / net","Volume brut / net","Nombre et type de porte","Porte réversible","Nombre et type de tablettes",Pieds,"Finition extérieure","Finition intérieure","Éclairage intérieur",Serrure,"Type de régulation","Type de réfrigération","Type de dégivrage","Fluide frigorigène","Charge de gaz",Thermomètre,"Classe énergétique",Consommation d'énergie,Consommation énergétique annuelle,"Puissance consommée","Tension / Fréquence","Niveau sonore","Dimensions intérieures, zone 2 (LxPxH)","Dimensions intérieures (LxPxH)","Dimensions extérieures (LxPxH)","Dimensions emballées (LxPxH)","Charge conteneur 40 pieds","Canettes 330 ml","Canettes 500 ml","Bouteilles 330 ml","Bouteilles 500 ml PET","Couleur de tablette","Dimensions des tablettes","Charge max. par tablette",Roulettes,"Type de caisson","Vol EEI","Surface totale de présentation","Nombre et type de couvercles","Nombre et type de paniers","Nbre de paniers max.","Système de séparateurs","Nombre de séparateurs","Capacité bacs GN","Écran anti-projection",Tiroirs,"Capacité froid positif","Capacité congélation","Fût 20 l","Fût 50 l",Séparateurs,"Dimensions encastré (LxP)","BIB 20 l","BIB 10l","Dimensions de la tablette inférieure","Volume interne","Surface interne","Épaisseur des parois","Densité d’isolation","Capacité de service","Capacité de stockage (en dessous)","Capacité de production de glaçons","Capacité du bac à glaçons","Taille des glaçons","Consommation d’eau","Charge max. au sol"
16386,BLC3,"Réfrigérateur/congélateur rapide GN1/1","Réfrigérateur et congélateur rapide (compatible avec les bacs gastro 1/1 et Euronorm)","La gamme BLC de refroidisseurs/congélateurs rapides est très utilisée dans les cuisines professionnelles pour refroidir rapidement les aliments dans de bonnes conditions d’hygiène. Ces appareils permettent de conserver la couleur, la texture et le goût des aliments. Capteur central inclus. Les thermostats offrent quatre options de refroidissement préprogrammées. Disponibles dans plusieurs tailles en finition acier inoxydable SS304, compatibles GN et Euronorme.","Acier inoxydable, Capteur central inclus, Thermostat programmable, 4 programmes prédéfinis, Guides pour GN1/1 et Euronorm, Porte réversible à fermeture automatique, Pieds ajustables",https://www.tefcold.fr/Produits/BLC3-16386,"Inspiration | Cuisine;Inspiration | HoReCa;Gastro | Cellules de refroidissement ",1,"1.527,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/eb6da008-d35c-49da-b42c-5ab24851620f.jpg,https://www.tefcold.dk/Files/Images/Perfion/0ba819a2-c5c6-4ccf-a8b9-979a739fd259.png,https://www.tefcold.dk/Files/Images/Perfion/e0848e81-2e6a-4b0b-bb98-028a2ed987a5.png,https://www.tefcold.fr//Files/Images/Perfion/8af2cb65-7154-44de-8d00-da3d62f2f1ae.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16386&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/537ffd19-84da-4102-8189-51d1b60ea6e6.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/8a287ae2-77dc-4e43-b8b3-981c1f852c25.pdf,,0,0,5708181360948,16386,,,"-18 à +70 / +3 à +70",4,"122 / 117","92 / 82","1 porte pleine à charnières à fermeture automatique",Oui,,"4 pieds ajustables",SS304,SS304,,,Programmable,"Refroidissement rapide","Automatique, gaz chaud",R290,130,Oui,,0.1,,700,220-240/50,49," x  x ","660 x 420 x 330","800 x 815 x 935","900 x 920 x 1110",52,,,,,,,,Option,,,,,,,,,3,,,12,8,,,,,,,,,,,,,,,,,,
16533,UC5210,"Sous-comptoir GN1/1",,"Avec ses tablettes aux dimensions GN 1/1, la gamme UC de dessous de comptoir est conçue pour les cuisines professionnelle.s Les réfrigérateurs sont fabriqués en acier inoxydable SS304 et sont disponibles en version 2, 3 ou 4 portes à fermeture automatique. Un système de froid ventilé garantit une descente en température rapide et une température homogène. Le thermostat électronique permet de régler la température. Également disponible avec des tiroirs à la place des portes.","Acier inoxydable, Dégivrage automatique, Portes à fermeture automatique, Pieds ajustables, Refroidissement ventilé",https://www.tefcold.fr/Produits/UC5210-16533,"Gastro | Sous-comptoirs;Inspiration | Cuisine;Inspiration | HoReCa",1,"978,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/0e18c4ba-6509-4e09-aa5a-4eb69bf78e11.jpg,https://www.tefcold.dk/Files/Images/Perfion/de8c0c36-1e48-4251-bddd-54839ba0bab7.jpg,https://www.tefcold.dk/Files/Images/Perfion/f54645cf-7a4f-4bf4-baca-088fcfd51262.jpg,https://www.tefcold.fr//Files/Images/Perfion/dc040f33-0272-4954-8fb3-df88f4d4b3c5.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16533&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/d9d7d354-11b8-4a5e-a0d5-7ebc8e6126c4.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/b341ad42-97f3-4e8e-89b8-ec351c927a1e.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/5c85d651-4ddd-46b3-89e8-dc77707f41c4.pdf,0,0,5708181361860,16533,,,"-2 à +8",4,"95 / 82","180 / 170","2 portes à charnières à fermeture automatique",,"2 clayettes blanches","4 pieds ajustables",SS304,SS304,,,Électronique,Ventilé,Automatique,R600a,85,Oui,C,2.15,785,300,220-240/50,42," x  x ","902 x 530 x 389","1360 x 700 x 670","1405 x 750 x 720",72,,,,,Blanc,GN1/1,,,,127,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
16536,UC5310,"Sous-comptoir GN1/1",,"Avec ses tablettes aux dimensions GN 1/1, la gamme UC de dessous de comptoir est conçue pour les cuisines professionnelle.s Les réfrigérateurs sont fabriqués en acier inoxydable SS304 et sont disponibles en version 2, 3 ou 4 portes à fermeture automatique. Un système de froid ventilé garantit une descente en température rapide et une température homogène. Le thermostat électronique permet de régler la température. Également disponible avec des tiroirs à la place des portes.","Acier inoxydable, Dégivrage automatique, Portes à fermeture automatique, Pieds ajustables, Refroidissement ventilé",https://www.tefcold.fr/Produits/UC5310-16536,"Gastro | Sous-comptoirs;Inspiration | Cuisine;Inspiration | HoReCa",1,"1.185,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/ea530c5f-b9bd-464c-a5be-fb9b49ec994b.jpg,https://www.tefcold.dk/Files/Images/Perfion/556dca31-0ab0-45e3-88a7-6c23d662544d.jpg,https://www.tefcold.dk/Files/Images/Perfion/aa141d63-7bf9-443c-9733-645551c0511b.png,https://www.tefcold.fr//Files/Images/Perfion/dc040f33-0272-4954-8fb3-df88f4d4b3c5.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16536&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/d9d7d354-11b8-4a5e-a0d5-7ebc8e6126c4.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/e8aa9732-64f0-4707-9dd3-461c088f177e.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/e7cec626-497e-4dcf-9532-5dfaf4d1946a.pdf,0,0,5708181361488,16536,,,"-2 à +8",4,"135 / 125","277 / 262","3 portes à charnières à fermeture automatique",,"3 clayettes blanches","4 pieds ajustables",SS304,SS304,,,Électronique,Ventilé,Automatique,R600a,85,Oui,C,2.51,916,300,220-240/50,42," x  x ","1337 x 530 x 389","1795 x 700 x 670","1830 x 750 x 720",54,,,,,Blanc,GN1/1,,,,194,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
16539,UC5410,"Sous-comptoir GN1/1",,"Avec ses tablettes aux dimensions GN 1/1, la gamme UC de dessous de comptoir est conçue pour les cuisines professionnelle.s Les réfrigérateurs sont fabriqués en acier inoxydable SS304 et sont disponibles en version 2, 3 ou 4 portes à fermeture automatique. Un système de froid ventilé garantit une descente en température rapide et une température homogène. Le thermostat électronique permet de régler la température. Également disponible avec des tiroirs à la place des portes.","Acier inoxydable, Dégivrage automatique, Portes à fermeture automatique, Pieds ajustables, Refroidissement ventilé",https://www.tefcold.fr/Produits/UC5410-16539,"Gastro | Sous-comptoirs;Inspiration | Cuisine;Inspiration | HoReCa",1,"1.308,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/d52430f6-cadb-44f8-bf5b-8f90f691dd2e.jpg,https://www.tefcold.dk/Files/Images/Perfion/ad3018e1-388e-4dee-adef-fe583a8a0982.jpg,https://www.tefcold.dk/Files/Images/Perfion/aa141d63-7bf9-443c-9733-645551c0511b.png,https://www.tefcold.fr//Files/Images/Perfion/dc040f33-0272-4954-8fb3-df88f4d4b3c5.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16539&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/d9d7d354-11b8-4a5e-a0d5-7ebc8e6126c4.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/aa68586e-dc19-4992-93c8-8bc7d7c7746b.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/b77ef78e-7bee-453c-9bc4-e37e83854716.pdf,0,0,5708181361297,16539,,,"-2 à +8",4,"160 / 150","370 / 350","4 portes à charnières à fermeture automatique",,"4 clayettes blanches","6 pieds ajustables",SS304,SS304,,,Électronique,Ventilé,Automatique,R600a,95,Oui,C,2.68,978,300,220-240/50,42," x  x ","1772 x 530 x 389","2230 x 700 x 670","2260 x 750 x 720",48,,,,,Blanc,GN1/1,,,,262,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
15838,"BA25S S/A","Arrière de bar",,"La gamme BA est une gamme d’arrière-bars de qualité. Elle se caractérise par des portes aluminium et des tablettes chromées à faible espacement, pour plus de stabilité et une grande capacité. Les portes à double vitrage offrent une excellente vue sur les produits et permettent de réduire la consommation d’énergie. Disponible en version 1, 2 ou 3 portes, avec portes battantes ou coulissantes. Disponible en deux hauteurs différentes pour permettre l’intégration dans tous les environnements : 870 mm et 900 mm. ","Double vitrage de sécurité, Portes vitrées coulissantes à fermeture automatique, Thermostat électronique facile d’accès, Tablettes ajustables, Pieds ajustables, Éclairage intérieur LED, Refroidissement ventilé, Extérieur en acier inoxydable, Verrou",https://www.tefcold.fr/Produits/BA25SS-A-15838,"Refroidisseurs | Arrières de bar et refroidisseurs de fût;Inspiration | Bar;Inspiration | Hôtel;Inspiration | HoReCa",1,"679,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/fc2e1caa-976a-4187-85f9-3011d6d199f4.jpg,https://www.tefcold.dk/Files/Images/Perfion/3ebbab99-e286-423e-a36e-2894492bf4ee.jpg,https://www.tefcold.dk/Files/Images/Perfion/875f8c21-bdb6-4f80-980a-4f0380823c04.jpg,https://www.tefcold.fr//Files/Images/Perfion/5ad63bc7-ab23-44bc-9ce6-d3087d8439fa.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=15838&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/4688a3b6-7994-48a2-a436-02b652377326.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/48687d61-2af4-47c2-b058-dcc77daab568.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/19efa5cc-5b23-4d22-93c3-7a44bf5ec8eb.pdf,0,0,5708181501600,15838,,,"+2 à +10",4,"77 / 72","191 / 183","2 portes vitrées coulissantes",Non,"4 clayettes chromées","4 pieds ajustables",Inox,"Stucco aluminium",LED,Oui,Électronique,Ventilé,Automatique,R600a,70,Oui,C,2.5,913,230,220-240/50,45," x  x ","810 x 345 x 720","900 x 515 x 870","1000 x 600 x 950",96,276,188,143,143,Chromé,"395x330 mm",,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16438,GC72,"Réfrigérateur de comptoir GN1/1","Comptoir réfrigéré gastro en acier inoxydable","Le comptoir réfrigéré G-Line d’excellent rapport qualité/prix est conçu avec des placards aux dimensions GN1/1 pour une compatibilité totale avec les bacs gastro. En acier inoxydable, il est idéal pour les cuisines professionnelles. Il est doté de tablettes et de pieds réglables pour un maximum de flexibilité.","Gamme d’un excellent rapport qualité/prix., Acier inoxydable, Dégivrage automatique, Portes à fermeture automatique, Dessus de table amovible avec dosseret, Pieds ajustables, Refroidissement ventilé",https://www.tefcold.fr/Produits/GC72-16438,"Inspiration | Armoires à haute efficacité énergétique;Gastro | G-Line",0,"905,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/1d94fd2c-f479-4138-a6c5-227ea81f9b0c.jpg,https://www.tefcold.dk/Files/Images/Perfion/45a580a2-81cb-4855-803a-3951f610ffab.png,https://www.tefcold.dk/Files/Images/Perfion/2acf0bea-56a0-4afc-8b64-52308b4efd45.png,https://www.tefcold.fr//Files/Images/Perfion/4b600204-34f2-4ec0-b2f8-76e525fe5931.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16438&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/e9e8d564-3fb6-438d-b13a-c378d594447d.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/4c87bc64-c086-424c-8c4f-193f659ce712.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/1fb70e5c-2545-4fb1-80d9-f58323091064.pdf,0,0,5708181362096,16438,,,"-2 à +10",4,"104 / 94","282 / 272","2 portes à charnières à fermeture automatique",,"2 clayettes blanches","4 pieds ajustables",SS201,SS201,,,Électronique,Ventilé,Automatique,R600a,95,Oui,B,1.98,723,300,220-240/50,42," x  x ","902 x 530 x 589","1360 x 700 x 980","1405 x 750 x 1010",48,,,,,Blanc,GN1/1,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16440,GC73,"Réfrigérateur de comptoir GN1/1","Comptoir réfrigéré gastro en acier inoxydable","Le comptoir réfrigéré G-Line d’excellent rapport qualité/prix est conçu avec des placards aux dimensions GN1/1 pour une compatibilité totale avec les bacs gastro. En acier inoxydable, il est idéal pour les cuisines professionnelles. Il est doté de tablettes et de pieds réglables pour un maximum de flexibilité.","Gamme d’un excellent rapport qualité/prix., Acier inoxydable, Dégivrage automatique, Portes à fermeture automatique, Dessus de table amovible avec dosseret, Pieds ajustables, Refroidissement ventilé",https://www.tefcold.fr/Produits/GC73-16440,"Inspiration | Armoires à haute efficacité énergétique;Gastro | G-Line",1,"1.033,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/85e5a762-c53d-450f-9ec9-e6a26b47c1d3.jpg,https://www.tefcold.dk/Files/Images/Perfion/45a580a2-81cb-4855-803a-3951f610ffab.png,https://www.tefcold.dk/Files/Images/Perfion/2acf0bea-56a0-4afc-8b64-52308b4efd45.png,https://www.tefcold.fr//Files/Images/Perfion/4b600204-34f2-4ec0-b2f8-76e525fe5931.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16440&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/e9e8d564-3fb6-438d-b13a-c378d594447d.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/8cc04c41-b53a-49d0-bc57-08f522290fc1.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/05ea7923-2fca-4d6e-83f8-8c514a3f7222.pdf,0,0,5708181362119,16440,,,"-2 à +10",4,"151 / 134","417 / 402","3 portes à charnières à fermeture automatique",,"3 clayettes blanches","4 pieds ajustables",SS201,SS201,,,Électronique,Ventilé,Automatique,R600a,95,Oui,B,2.45,894,300,220-240/50,42," x  x ","1337 x 530 x 589","1795 x 700 x 980","1830 x 750 x 1010",38,,,,,Blanc,GN1/1,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16444,GP93,"Comptoir à pizza GN1/1","Comptoir à pizza acier inoxydable avec plan de travail granite","Comptoir à pizza d’excellent rapport qualité/prix à plan de travail granite. Idéal pour préparer des pizzas, car le plan de travail en granite reste froid et empêche la pâte de coller. Le compartiment sur le dessus est compatible avec les bacs GN1/6 et les placards sont aux dimensions GN1/1.","Gamme d’un excellent rapport qualité/prix., Dessus de table en granite, Dégivrage automatique, Porte(s), Pieds ajustables, Coffre en acier inoxydable, Refroidissement par ventilateur",https://www.tefcold.fr/Produits/GP93-16444,"Gastro | Comptoirs à pizza;Gastro | G-Line",1,"1.046,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/3ab7cdcb-e61c-4e8f-b1be-7e6ac3f94b67.jpg,https://www.tefcold.dk/Files/Images/Perfion/434436c0-c1f4-46b7-af53-1deec6414d10.png,https://www.tefcold.dk/Files/Images/Perfion/acf0b4fb-fda0-40b2-9bcf-e9e7f9f11e4d.png,https://www.tefcold.fr//Files/Images/Perfion/8af2cb65-7154-44de-8d00-da3d62f2f1ae.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16444&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/451a1f60-79e2-4ba4-ac10-34d12fadd4a3.pdf,,,0,0,5708181362218,16444,,,"+2 à +10",4,"166 / 156","400 / 368","3 portes pleines à charnières",,"3 clayettes blanches","4 pieds ajustables",SS201,SS201,,,Électronique,"Avec ventilateur",Automatique,R600a,110,Oui,,2.4,876,175,220-240/50,42," x  x ","1295 x 515 x 500","1365 x 700 x 1100","1440 x 770 x 1250",48,,,,,Blanc,GN1/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16556,GUC70,"Réfrigérateur vertical GN2/1","Réfrigérateur vertical en acier inoxydable pour équipements gastro","Les réfrigérateurs verticaux de la gamme G-Line sont conçus pour les cuisines à forte activité. Solides roulettes pour plus de souplesse et finition en acier inoxydable pour une durée de vie longue. Ses tablettes sont réglables et il est compatible avec les bacs gastro GN2/1. Excellent rapport qualité/prix.","Coffre en acier inoxydable, Porte pleine réversible, Refroidissement ventilé, Régulation numérique et affichage de la température, Verrou, Porte à fermeture automatique, Tablettes GN2/1 réglables, Roues solides, Gamme d’un excellent rapport qualité/prix.",https://www.tefcold.fr/Produits/GUC70-16556,"Gastro | G-Line",1,"911,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/1c13984e-1952-44c7-9285-b70dcb2a064c.jpg,https://www.tefcold.dk/Files/Images/Perfion/59be113c-6b0d-4280-b472-33089cef328d.png,https://www.tefcold.dk/Files/Images/Perfion/2fee75d9-3032-446b-9999-511064cabde4.png,https://www.tefcold.fr//Files/Images/Perfion/dc040f33-0272-4954-8fb3-df88f4d4b3c5.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16556&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/7513f430-4bbd-4352-9f46-04db6365e6ca.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/82188b2d-c6c7-472a-be93-b1d3bef95fa1.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/1cfe8934-c2cc-4e08-8cef-d048a16276f5.pdf,0,0,5708181362010,16556,,,"+2 à +8",4,"145 / 120","565 / 528","1 porte pleine à charnières à fermeture automatique",Oui,"3 clayettes",,SS201,SS201,Non,Oui,Électronique,Ventilé,Automatique,R290,90,Oui,C,1.22,445,255,220-240/50,45," x  x ","560 x 680 x 1380","680 x 845 x 2000","720 x 880 x 2050",42,,,,,Blanc,GN2/1,110,"4 roulettes, 2 avec frein",,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16560,GUF70,"Congélateur vertical GN2/1","Congélateur vertical en acier inoxydable","Les congélateurs verticaux de la gamme G-Line sont conçus pour les cuisines à forte activité. Solides roulettes pour plus de souplesse et finition en acier inoxydable pour une durée de vie longue. Ses tablettes sont réglables et il est compatible avec les bacs gastro GN2/1. Excellent rapport qualité/prix.","Gamme d’un excellent rapport qualité/prix., Porte pleine réversible, Coffre en acier inoxydable, Refroidissement ventilé, Verrou, Porte à fermeture automatique, Tablettes GN2/1 réglables, Roues solides",https://www.tefcold.fr/Produits/GUF70-16560,"Gastro | G-Line",1,"1.022,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/1c13984e-1952-44c7-9285-b70dcb2a064c.jpg,https://www.tefcold.dk/Files/Images/Perfion/6a3c3332-e333-4c6f-9ab2-ab69b54a8d10.png,https://www.tefcold.dk/Files/Images/Perfion/c0901176-5104-493f-b7c5-c6c3588bef55.png,https://www.tefcold.fr//Files/Images/Perfion/8b1dae3a-c010-4f18-8cbe-55fb20f7b8f6.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16560&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/7513f430-4bbd-4352-9f46-04db6365e6ca.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/d6ac6019-6bfc-43ed-9b76-a4bca57d6e01.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/bdb24783-6633-491c-b08b-16079d432509.pdf,0,0,5708181362034,16560,,,"-24 à -18",4,"145 / 120","565 / 528","1 porte pleine à charnières à fermeture automatique",Oui,"3 clayettes",,SS201,SS201,Non,Oui,Électronique,Ventilé,Automatique,R290,90,Oui,D,5.83,2128,565,220-240/50,45," x  x ","560 x 680 x 1380","680 x 845 x 2000","720 x 880 x 2050",42,,,,,Blanc,GN2/1,110,"4 roulettes, 2 avec frein",,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16554,GUC140,"Réfrigérateur vertical GN2/1","Réfrigérateur vertical en acier inoxydable pour équipements gastro","Les réfrigérateurs verticaux de la gamme G-Line sont conçus pour les cuisines à forte activité. Solides roulettes pour plus de souplesse et finition en acier inoxydable pour une durée de vie longue. Ses tablettes sont réglables et il est compatible avec les bacs gastro GN2/1. Excellent rapport qualité/prix.","Coffre en acier inoxydable, Refroidissement ventilé, Régulation numérique et affichage de la température, Verrou, Portes à fermeture automatique, Tablettes GN2/1 réglables, Roues solides, Gamme d’un excellent rapport qualité/prix.",https://www.tefcold.fr/Produits/GUC140-16554,"Gastro | G-Line",1,"1.440,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/bd4cc397-ecdc-45a3-a932-033cbe6860ae.jpg,https://www.tefcold.dk/Files/Images/Perfion/6a3c3332-e333-4c6f-9ab2-ab69b54a8d10.png,https://www.tefcold.dk/Files/Images/Perfion/c0901176-5104-493f-b7c5-c6c3588bef55.png,https://www.tefcold.fr//Files/Images/Perfion/dc040f33-0272-4954-8fb3-df88f4d4b3c5.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16554&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/7513f430-4bbd-4352-9f46-04db6365e6ca.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/fc8aef80-77f5-4e69-b31b-ea64c9b775f2.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/5673a56a-631e-4d3a-96a0-56338a4410fc.pdf,0,0,5708181362058,16554,,,"+2 à +8",4,"160 / 140","1166 / 1056","2 portes pleines à charnières à fermeture automatique",Non,"6 clayettes",,SS201,SS201,Non,Oui,Électronique,Ventilé,Automatique,R290,150,Oui,C,1.68,613,320,220-240/50,45," x  x ","1220 x 680 x 1380","1340 x 845 x 2000","1400 x 880 x 2070",21,,,,,Blanc,GN2/1,110,"4 roulettes, 2 avec frein",,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16558,GUF140,"Congélateur vertical GN2/1","Congélateur vertical en acier inoxydable","Les congélateurs verticaux de la gamme G-Line sont conçus pour les cuisines à forte activité. Solides roulettes pour plus de souplesse et finition en acier inoxydable pour une durée de vie longue. Ses tablettes sont réglables et il est compatible avec les bacs gastro GN2/1. Excellent rapport qualité/prix.","Gamme d’un excellent rapport qualité/prix., Coffre en acier inoxydable, Refroidissement ventilé, Verrou, Portes à fermeture automatique, Tablettes GN2/1 réglables, Roues solides",https://www.tefcold.fr/Produits/GUF140-16558,"Gastro | G-Line",1,"1.553,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/bd4cc397-ecdc-45a3-a932-033cbe6860ae.jpg,https://www.tefcold.dk/Files/Images/Perfion/6a3c3332-e333-4c6f-9ab2-ab69b54a8d10.png,https://www.tefcold.dk/Files/Images/Perfion/c0901176-5104-493f-b7c5-c6c3588bef55.png,https://www.tefcold.fr//Files/Images/Perfion/8b1dae3a-c010-4f18-8cbe-55fb20f7b8f6.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16558&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/7513f430-4bbd-4352-9f46-04db6365e6ca.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/385e1dff-eec9-4a22-8074-1e01d94d4c6a.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/65de0633-871c-4160-b211-46ea0df8aa85.pdf,0,0,5708181362072,16558,,,"-24 à -18",4,"160 / 140","1166 / 1056","2 portes pleines à charnières à fermeture automatique",,"6 clayettes",,SS201,SS201,Non,Oui,Électronique,Ventilé,Automatique,R290,145,Oui,D,8.25,3011,730,220-240/50,45," x  x ","1220 x 680 x 1380","1340 x 845 x 2000","1400 x 880 x 2070",21,,,,,Blanc,GN2/1,110,"4 roulettes, 2 avec frein",,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16336,"UR90G-SUB ZERO","Rafraîchissoir à caviar","Congélateur table top idéal pour le caviar",,"Éclairage interne vertical LED, Intérieur/Extérieur noir, Excellente présentation des produits, Porte vitrée chauffante, Tablettes ajustables, Pieds ajustables",https://www.tefcold.fr/Produits/UR90G-SUBZERO-16336,"Inspiration | Tout en noir;Congélateurs | Congélateurs vitrés, verticaux;Inspiration | Boutiques spécialisées;Congélateurs | Congélateurs table top",0,"577,00","Pièces de rechange inclues 1 an",https://www.tefcold.dk/Files/Images/Perfion/29620e71-7d98-46dd-8fe9-9f4d691aba4e.jpg,https://www.tefcold.dk/Files/Images/Perfion/520faf33-a2ee-401a-b088-ac305fec891b.png,https://www.tefcold.dk/Files/Images/Perfion/a99d6f19-890c-4dc9-bdb9-61d2bb61b441.png,https://www.tefcold.fr//Files/Images/Perfion/da95c554-c44d-4bfa-898d-048fbb2711f7.png,https://api.tefcold.com/api/productreport/getxmlreport?itemnumber=16336&languageid=LANG5,https://www.tefcold.fr//Files/TefcoldDownloads/33cc8831-08e9-4485-8fba-a8bed11ef5c5.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/2c1ba268-92ca-47bd-9690-f753a3b2f6af.pdf,https://www.tefcold.fr//Files/TefcoldDownloads/3b9b4028-2dc7-4997-b0b9-88e0cd77d472.pdf,0,0,5708181501860,16336,,,"-8 à +6",4,"39,5 / 35,5","92 / 81","1 porte vitrée chauffée à charnières",Non,"3 clayettes noires","4 pieds ajustables",Noir,Noir,"LED blanche froide verticale",Oui,Électronique,Ventilé,Automatique,R600a,40,Oui,E,1.51,551,280,220-240/50,42," x  x ","439 x 299 x 632","515 x 542 x 750","570 x 585 x 805",160,,,,,Noir,"420 x 300 mm",,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
